,Close,Volume,t,macd,%K,%D,rsi,atr,diff,cusum,srl_corr,roc30,roc40,roc50,roci,vroci,bb_sq,bb_l,bb_t,4H%K,4H%D,4Hmacd,4H_rsi,4H_atr,Tr6,Tr9,Tr13,Tr20,TrD3,TrD6,TrD9,TrD13,TrD20,Vtr20,VtrD3,VtrD6,VtrD9,VtrD13,StD,St4H,bb_cross,Volatility,DVol,Vol_Vol,VV,MAV,MAV_signal,ret,bin
2020-01-06 20:30:00,122.0,1.06002,1578342600000.0,-0.2826532023966289,0.0,0.0,21.312282141595105,0.3651989563008001,-0.015050111202111971,20617.130000000005,-0.046117349254221125,-1.9134909149380894,0.6600660066006577,-0.7807417046193834,0.8321615211870681,0.0,5.280000000000001,-70.47368421053235,-13.347288676237186,100.0,66.66666666666667,0.3734270665122414,84.40726333666694,2.0324594525211177,-1.6166666666666742,-1.7444444444444542,-1.9307692307692434,-2.716000000000008,-6.139999999999986,-6.139999999999986,-6.139999999999986,-6.139999999999986,-6.139999999999986,0.820792,-70.44935,-70.44935,-70.44935,-70.44935,0.0,33.33333333333333,-1.0,0.011217270342026383,0.024519921466754382,0.23796974664182016,0.4458514228236755,0.010316068553536561,-0.0009012017884898211,-0.061639344262295115,0.0
2020-01-06 22:30:00,128.06,40.32857,1578349800000.0,0.23049420747575394,100.0,83.94024276377216,66.02509795289373,0.999576670941981,0.033427748155287595,21117.610000000004,-0.37409097425729126,2.472593422421384,2.958675028139578,5.747316267547489,2.4731227191603904,0.0,5.1640000000000015,-0.17097447423342396,-0.03310892219857163,100.0,100.0,0.4474350434707549,84.40726333666694,3.0861821747046934,3.671666666666681,3.8177777777777777,3.8923076923076962,3.6469999999999914,-0.07999999999998408,-0.07999999999998408,-0.07999999999998408,-0.07999999999998408,-0.07999999999998408,37.9687505,-31.18079999999999,-31.18079999999999,-31.18079999999999,-31.18079999999999,16.05975723622784,0.0,1.0,0.012554706878141673,0.023854129833047327,0.23743208034715557,0.9473416755947817,0.010676078925859554,-0.0018786279522821185,-0.01077619865687951,0.0
2020-01-07 12:00:00,126.42,0.9602499999999999,1578398400000.0,-0.18413257720276655,0.0,66.66666666666667,40.21185274248347,0.4437146754182761,-0.014449756676564007,24573.450000000008,0.13040766838097523,0.6769132754638916,1.9516129032258078,0.0,1.1416953393806646,599.1845112707853,2.0020000000000095,-5.655813953488474,-2.825081894849374,0.0,49.87277353689507,-0.31171870045868866,16.06191493206174,1.5871202686918877,-1.2450000000000045,-1.3033333333333275,-1.3515384615384534,-1.4309999999999974,-1.6799999999999926,-1.6799999999999926,-1.6799999999999926,-1.6799999999999926,-1.6799999999999926,0.41086449999999997,-74.7986,-74.7986,-74.7986,-74.7986,-66.66666666666667,-49.87277353689507,-1.0,0.015976392937296444,0.028346402024999794,0.39181115098949415,6.325976901018182,0.016939705497898257,0.0009633125606018124,-0.021752887201392124,0.0
2020-01-08 00:30:00,132.28,5.89627,1578443400000.0,0.2930381859986595,100.0,68.13880126182953,71.447384739126,0.9118204658389425,0.028447385017434712,27758.360000000004,-0.0639027135862181,3.700219504546879,3.8630653266331674,2.542635658914729,-0.7204400631773917,0.0,5.858999999999995,-0.20899149453219962,-0.03567016462403137,61.16248348745053,62.759424789299054,0.14113011593832314,78.6842995905024,3.1390244805843537,3.8483333333333576,3.8011111111110836,3.907692307692315,4.477499999999992,5.440000000000012,4.8100000000000165,4.6000000000000085,4.4707692307692355,4.369000000000014,2.5666425000000004,-178.9772266666667,-124.41990333333335,-106.23412888888889,-95.04288307692308,31.861198738170472,-1.5969413018485241,1.0,0.01683369645919008,0.02568424580405806,0.31755725758443415,30.339336578311343,0.01678467570777336,-4.9020751416720826e-05,-0.050725733293014885,0.0
2020-01-08 13:00:00,127.41,83.99173,1578488400000.0,-0.21316745554205846,10.441767068272808,33.73421221116335,35.01964257812061,0.5249446542448789,-0.005400975909399364,30992.319999999992,0.43087372119899353,0.5762551310388299,-0.1723732664733988,0.7831039392501146,1.8315661946089175,0.0,2.366000000000014,-5.278481012658274,-2.230972532822588,25.36023054755041,25.36023054755041,-0.28978092974079406,24.147054250015074,2.323579821531984,-1.4633333333333383,-1.4522222222222183,-1.4930769230769272,-1.73599999999999,1.2000000000000028,1.2000000000000028,1.2000000000000028,1.2000000000000028,1.2000000000000028,78.950159,-155.43909000000002,-155.43909000000002,-155.43909000000002,-155.43909000000002,-23.292445142890543,0.0,-1.0,0.014391692244869433,0.024391964135191898,0.3816906968199412,23.86738381679347,0.015313837680252337,0.0009221454353829043,0.024330900243308973,1.0
2020-01-08 16:00:00,126.42,0.6000000000000001,1578499200000.0,-0.2722709603492323,0.0,11.26042921518747,33.983467472357745,0.6482200525518519,-0.006936808519208526,31756.249999999993,-0.2892625289959552,-3.185786491039983,-2.3934527486102595,1.3711811402453757,3.764633888855635,139.54037873545653,3.8950000000000102,-40.74489795918419,-10.460821042152526,2.798507462686666,19.857567003691106,-0.37701040715941353,9.11642303037604,2.504500490440439,-0.9016666666666708,-1.203333333333319,-1.7469230769230677,-2.04549999999999,0.21000000000000796,0.21000000000000796,0.21000000000000796,0.21000000000000796,0.21000000000000796,-4.8810895,-238.83082000000002,-238.83082000000002,-238.83082000000002,-238.83082000000002,-11.26042921518747,-17.05905954100444,-1.0,0.013650175981041733,0.023583536833983124,0.3875023486164479,22.421239582973392,0.014690455387653253,0.0010402794066115204,0.030849549121974462,1.0
2020-01-08 16:30:00,124.56,6.20828,1578501000000.0,-0.3930025657617765,0.0,9.462365591397775,25.82974450469773,0.7347757630838625,-0.014822169518409645,31880.809999999994,-0.07442875545888365,-4.383204114531364,-3.118923543594922,-1.6191454071558304,1.9497947492272196,-2144.2946072974646,5.0249999999999915,-5.411764705882362,-1.0769681006731087,2.798507462686666,11.328037233188885,-0.45393908248259673,9.11642303037604,2.539179026837551,-2.086666666666659,-2.551111111111112,-3.265384615384619,-3.6514999999999986,-1.6499999999999915,-1.6499999999999915,-1.6499999999999915,-1.6499999999999915,-1.6499999999999915,0.4167765000000001,-233.22254,-233.22254,-233.22254,-233.22254,-9.462365591397775,-8.529529770502219,-1.0,0.014321298267057756,0.023440711164826933,0.3871698845213908,22.176110508584443,0.01462938428124351,0.0003080860141857541,0.014932562620423862,1.0
2020-01-09 16:00:00,122.52,4.71274,1578585600000.0,-0.1066001689824897,3.3195020746887307,16.061371528786758,16.190645793836794,0.326359372334226,-0.014504163839049511,37763.53999999997,-0.046936693141220516,-3.283864856330921,-2.1874501037841365,-3.7549096622152405,-2.12504213913214,4626.945717385724,2.6400000000000006,-4.247232472324715,-1.6088001789108766,50.913838120104536,30.47890464569942,-0.009443162008183958,7.862439250492272,1.1822392634572267,-1.49166666666666,-1.6444444444444457,-1.8161538461538527,-2.1329999999999956,-1.0499999999999972,-1.0499999999999972,-1.0499999999999972,-1.0499999999999972,-1.0499999999999972,3.966144,-50.0,-50.0,-50.0,-50.0,-12.741869454098026,20.434933474405117,-1.0,0.024689752500068215,0.017677288626994893,0.34211599899814743,12.748822324426074,0.02503458507342642,0.00034483257335820444,-0.03778974861247142,0.0
2020-01-10 11:00:00,124.31,0.5,1578654000000.0,0.16580362440739027,100.0,73.98373983739825,63.66578404741643,0.5211899844845767,0.009862650681419005,42438.589999999975,0.41539573807431857,-0.008043758043750729,0.0,-0.376662926751081,-1.5321678498530436,-480.2000586078265,2.497,-0.12385964912280968,-0.049603383709575365,77.49196141479091,77.49196141479091,0.16178332816052418,77.81737776566932,2.229993410021577,1.826666666666668,1.741111111111124,1.7938461538461468,1.6015000000000157,-5.680000000000007,-5.680000000000007,-5.680000000000007,-5.680000000000007,-5.680000000000007,-0.8315915,-167.5737,-167.5737,-167.5737,-167.5737,26.016260162601753,0.0,1.0,0.01836584829887888,0.03431486902555528,0.36774539506239273,10.237067821491621,0.019746671996217886,0.0013808236973390058,0.03426916579518946,1.0
2020-01-10 15:00:00,127.61,10.656220000000001,1578668400000.0,0.46020929231640706,91.7956656346751,96.03065397699042,77.63461020646325,0.6457680191941895,0.012062111636315542,43443.34999999999,0.2693701637108782,3.002663653240777,3.202587949858466,2.6546536883597436,-1.0174561499699308,5267.429522583879,6.909999999999997,-0.05639765123583191,-0.008161744028340367,99.5356037151707,99.53584297137103,0.40152776234769405,96.12649532661536,3.007660463340733,1.5883333333333383,2.157777777777781,3.1499999999999915,3.867999999999995,-2.3800000000000097,-2.3800000000000097,-2.3800000000000097,-2.3800000000000097,-2.3800000000000097,4.281954000000001,-157.41748,-157.41748,-157.41748,-157.41748,-4.234988342315319,-0.0002392562003308285,1.0,0.01949021951956938,0.035057813210133015,0.37312401598413564,10.651136177709983,0.018933889293476235,-0.0005563302260931449,0.007366193871953808,1.0
