,Close,Volume,macd,%K,%D,rsi,atr,diff,cusum,srl_corr,roc10,roc20,roc30,mom10,mom20,mom30,bb_sq,bb_l,bb_t,4H%K,4H%D,4Hmacd,4H_rsi,4H_atr,Tr6,Tr9,Tr13,TrD3,TrD6,TrD9,TrD13,TrD20,Vtr3,Vtr6,Vtr9,Vtr13,VtrD3,VtrD6,VtrD9,VtrD13,StD,St4H,bb_cross,Volatility,Vol_Vol,VV,MAV,MAV_signal,ret,bin
2020-01-09 16:00:00,122.52,4.71274,-0.1066001689824897,3.3195020746887307,16.061371528786758,16.190645793836794,0.326359372334226,-0.014504163839049511,37763.53999999997,-0.046936693141220516,-1.6298675230831001,-2.14057507987221,-3.283864856330921,-2.260000000000005,-2.680000000000007,-3.5700000000000074,2.6400000000000006,-4.247232472324715,-1.6088001789108766,50.913838120104536,30.47890464569942,-0.009443162008183958,7.862439250492272,1.1822392634572267,-1.49166666666666,-1.6444444444444457,-1.8161538461538527,-1.0499999999999972,-1.0499999999999972,-1.0499999999999972,-1.0499999999999972,-1.0499999999999972,3.1418266666666668,3.912536666666667,4.137723333333335,3.854736153846154,-50.0,-50.0,-50.0,-50.0,-12.741869454098026,20.434933474405117,-1.0,0.06450844121083811,254.17264699897262,13.85859380463926,0.06893927747530455,0.004430836264466442,-0.03778974861247142,0.0
2020-01-12 23:30:00,131.57,1.76309,0.10329383399783022,100.0,72.18390804597716,68.30113059772572,0.3569376234547615,0.008702344995555222,58059.55999999998,-0.4956512086828282,1.2076923076923025,1.2154781137010418,1.2076923076923025,1.5699999999999932,1.579999999999984,1.5699999999999932,1.945999999999998,-0.2140549273021007,-0.10999739326932216,100.0,100.0,0.09201376748510881,80.03040079818956,1.6330047457541639,1.3833333333333542,1.4566666666666492,1.531538461538446,0.0,0.0,0.0,0.0,0.0,0.3805633333333358,0.90516,1.1513833333333343,1.1683692307692308,-39.26439,-39.26439,-39.26439,-39.26439,27.816091954022838,0.0,1.0,0.027169798387726103,51.46417349650288,29.886599862649366,0.02964366492207964,0.0024738665343535353,-0.0191533024245647,0.0
2020-01-13 02:30:00,128.49,4.1777,-0.09394838957881058,0.0,36.87150837988878,35.19860132326771,0.43407992648286015,-0.017588974623021336,58841.899999999965,-0.4698647854732921,-0.9939898289412792,-1.6984163415193931,-0.39534883720929526,-1.289999999999992,-0.7699999999999818,-0.5099999999999909,2.5670000000000073,-7.353960396039679,-2.864807322181402,0.0,0.0,-0.34436732576787465,26.269530638677978,2.1524037024125877,-1.9000000000000057,-1.9677777777777692,-1.7723076923076917,-0.5600000000000023,-0.5600000000000023,-1.4000000000000057,-1.9169230769230694,-2.3240000000000123,2.7851333333333352,3.448083333333333,3.2304466666666674,3.4449861538461537,-26.8358,-26.8358,-30.173793333333336,-32.227943076923076,-36.87150837988878,0.0,-1.0,0.025725190873045818,48.46550650027954,28.630055217666495,0.028070288104676617,0.0023450972316307987,-0.0336991205541286,0.0
2020-01-14 01:00:00,130.8,1.0660500000000002,0.16094347554260158,74.39024390243958,91.46341463414655,74.08697156686299,0.3184506940744548,0.006211914603170499,64635.819999999985,-0.10449794683978378,1.1209895632006317,1.7502917152858808,1.3560635412630762,1.450000000000017,2.25,2.660000000000025,2.803999999999988,-0.09897172236504508,-0.03529661995900339,100.0,100.0,0.5857153655168932,97.38882058430588,1.644350331739082,0.9866666666666504,1.0844444444444434,1.3153846153846018,-18.5,-8.374999999999972,-5.0,-2.9230769230769056,-1.2875000000000227,0.3380866666666692,0.4311033333333335,0.6316411111111122,0.25096076923076927,-277.46842,-153.70793500000002,-112.45443999999999,-87.06767384615384,-17.073170731706966,0.0,1.0,0.021763345744098467,30.89784588202335,20.770512058665453,0.02364142916394548,0.001878083419847014,0.15313455657492359,1.0
2020-01-14 03:30:00,133.82,0.26374,0.4323716964924337,100.0,100.0,87.20599008914888,0.39854624106582454,0.007500785242103625,65300.919999999984,0.08279703292754893,3.192473781616276,4.253661576815191,4.099572150914027,4.139999999999986,5.4599999999999795,5.269999999999982,6.805999999999997,-0.023108942155877908,-0.0033953779247543224,100.0,100.0,0.37016034398135145,97.38882058430588,2.6121717099318658,1.1699999999999875,2.1955555555555293,2.81846153846152,-15.480000000000018,-15.480000000000018,-13.230000000000018,-7.691538461538471,-3.3300000000000125,0.17582666666666902,-0.02320166666666673,-0.06286999999999915,-0.07974307692307703,-278.27073,-278.27073,-250.76839999999999,-183.07035692307687,0.0,0.0,1.0,0.02147523051202522,29.390603465322812,20.137717851478676,0.02281132837617763,0.0013360978641524107,0.09580032879988032,1.0
2020-01-16 01:00:00,145.01,2.21255,-0.25428299913669744,12.96660117878185,15.433311504037944,37.6100493487201,1.0494083896347237,-0.011177897971645478,78434.16000000005,-0.05465823951528002,-2.2316612729234104,-0.36416105537996507,-3.216979243142242,-2.0600000000000023,-2.1899999999999977,-3.8700000000000045,4.228999999999985,-37.45689655171965,-8.857152175861854,5.625879043600254,5.625879043600254,-0.691051215113031,21.371430879434044,4.129139603018701,-2.4783333333333246,-2.6711111111111165,-2.5969230769230762,-2.530000000000001,-3.200000000000017,-3.423333333333318,-3.560769230769239,-3.669000000000011,1.1753333333333378,-11.738458333333334,-7.154709999999998,-5.573856153846153,-84.52856000000001,-162.12911,-187.99596000000003,-203.91402153846155,-2.466710325256093,0.0,-1.0,0.05229014323633862,11.855332356105292,19.047026665701676,0.0572131905122384,0.004923047275899782,-0.013102544652092929,0.0
2020-01-17 05:00:00,152.14,32.160740000000004,0.2881984633649084,100.0,84.62222222222259,73.21010590133315,0.9285315005610781,0.02031807495809801,86600.21000000008,0.12290628691323555,3.729460694075134,4.0842854210850374,4.945850865696342,4.599999999999994,6.22999999999999,7.72999999999999,5.328000000000003,-0.23194464465907227,-0.04353315402760363,100.0,100.0,0.5560373230011562,96.927652025145,3.608658391604599,2.8083333333333087,3.362222222222215,3.8361538461538203,-2.710000000000008,-2.710000000000008,-2.710000000000008,-1.585384615384612,0.5794999999999959,21.333563333333338,26.258223333333333,28.111040000000003,29.11832538461539,-240.09336999999996,-240.09336999999996,-240.09336999999996,-211.55290846153844,15.37777777777741,0.0,1.0,0.05748544311114427,6.794020854195394,27.088110121400923,0.061622007550184765,0.004136564439040494,-0.005718417247272067,0.0
2020-01-18 06:00:00,149.16,7.62937,-0.7109620358328672,0.15999999999985448,3.9794690362346636,26.981246907012377,0.8599879531565573,-0.014046764263488498,94262.74000000008,0.1355673132102382,-4.015444015444021,-2.2542595019659224,-1.2643145561660134,-5.689999999999998,-2.8499999999999943,-1.4000000000000057,7.159999999999997,-6.981620718462807,-0.9750866925227388,36.03174603174584,36.03174603174584,-0.5838466430129192,26.03773496344604,3.7771278512717297,-3.273333333333369,-4.262222222222249,-4.743846153846164,-8.180000000000007,-8.180000000000007,-8.180000000000007,-8.180000000000007,-7.308500000000009,4.846690000000004,6.053623333333331,6.5788722222222225,6.868356153846154,-199.62307,-199.62307,-199.62307,-199.62307,-3.819469036234809,0.0,-1.0,0.03955482002106815,4.135254800514659,41.27932733151515,0.04223006102477468,0.00267524100370653,-0.0624161973719497,0.0
2020-01-18 13:30:00,157.1,2.97595,0.501544946397741,73.10426540284347,86.88938318652428,71.30401117165889,1.0540576872354959,0.017983785892460524,96547.2100000001,0.08180994014065311,3.7511557257958046,1.0939510939510866,1.152533642392629,5.680000000000007,1.6999999999999886,1.789999999999992,6.712999999999994,-0.18856521213586402,-0.028089559382670073,69.49579831932755,69.49579831932755,0.7239388267673299,83.08365200312772,4.510104883796542,3.6716666666666526,4.153333333333336,4.623076923076923,-0.2400000000000091,-0.2400000000000091,-0.2400000000000091,-0.2400000000000091,-0.2400000000000091,-35.67489666666666,-16.579708333333336,-12.124825555555557,-7.48767076923077,-204.27649,-204.27649,-204.27649,-204.27649,-13.785117783680818,0.0,1.0,0.034661495624353306,3.564043693596374,37.249687099219656,0.0377054455336855,0.003043949909332197,-0.0578612348822406,0.0
2020-01-19 11:00:00,150.2,78.67468,-0.6290525624986026,16.924476797088115,30.73727770630899,20.03635028676375,1.1312717306194437,-0.04783859877267105,103342.6600000001,0.08882297104768401,-5.218653372878154,-4.677286285460434,-4.737743388089046,-8.27000000000001,-9.79000000000002,-7.469999999999999,7.364000000000004,-2.8502512562813997,-0.387052044579223,12.920837124658656,12.676838483677978,-0.886358721261741,9.675184604470047,5.7937385124237535,-7.076666666666682,-7.50777777777779,-7.742307692307691,-0.14000000000001478,-0.14000000000001478,-0.14000000000001478,-0.14000000000001478,-0.14000000000001478,52.40645333333333,65.00564833333333,69.54591666666667,72.34254461538461,-84.98608999999999,-84.98608999999999,-84.98608999999999,-84.98608999999999,-13.812800909220876,0.2439986409806778,-1.0,0.027086466250282774,2.323292636752326,29.717031103226827,0.027158502407665645,7.203615738287164e-05,0.01464713715046595,1.0
